candidate_intent,current_customer_message,conversation_context,historical_brand_response
other,@AmazonHelp No. Como puedo contactarlo,"Customer: @116875 ¿como puedo trackear si esta próximo a ser entregado un paquete que tiene fecha de hoy? Gracias
AmazonHelp: @116874 ¡Hola, Quirino! Lamentamos cualquier confusión generada, ¿te has puesto en contacto con el transportista asignado a la entrega? ^LC
Customer: @AmazonHelp No. Como puedo contactarlo",@116874 Quirino al ingresar al correo de confirmación de compra te aparecerá un enlace en el cual esta el número de guía de tu pedido. También puedes utilizar la siguiente información para contactar con el transportista: https://t.co/mEKBC5rf63 ^PC
refund_return,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","Customer: #Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches. @115821 https://t.co/KqpOkpLeP8
AmazonHelp: @116912 I'm sorry your items arrived in these conditions. Let's explore your return or replacement options here: https://t.co/RbboDygtAu ^GG
Customer: @AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","@116912 Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy ^BN"
refund_return,#Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches. @115821 https://t.co/KqpOkpLeP8,Customer: #Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches. @115821 https://t.co/KqpOkpLeP8,@116912 I'm sorry your items arrived in these conditions. Let's explore your return or replacement options here: https://t.co/RbboDygtAu ^GG
delivery_not_received,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","Customer: @115821 the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month! https://t.co/9UYVHPVWtE
AmazonHelp: @116914 I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: https://t.co/wBHsNpkyQZ? ^CC
Customer: @AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ"
account_access,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.","Customer: @115821 still don't know if my order has shipped or not.. BUT at least I'm a good person! https://t.co/hzYEL3qL7r
AmazonHelp: @116915 I'm sorry for the frustration! We'd love to help but are unable to access your Amazon account via Twitter. You can view the latest tracking information for your order, including if it has shipped, here: https://t.co/Y5jpI9gRhE ^LR
Customer: @AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.","@116915 If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM"
other,@AmazonHelp 親切にどうもありがとうございます(;_;)(;_;),"Customer: @AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！
AmazonHelp: @116918 一部の商品では、コンビニ・ATM・ネットバンキング・電子マネー払いが選択できない場合がございます。詳細は、下記ご参照ください。https://t.co/VcRraQMtn0 なお、クレジットカード以外でのお支払いをご希望の場合は、Amazonギフト券のご利用をご検討くださいませ。TY
Customer: @AmazonHelp 親切にどうもありがとうございます(;_;)(;_;)",@116918 突然のリプライで、驚かせてしまってすみませんでした (´・ω・`) また、お困りごとやご不明点などあれば、ご遠慮なくお声がけくださいませ。 引き続き、Amazonをよろしくお願いします(o*。_。)oペコッ
other,@AmazonHelp いえいえ！ 問題解決しました！！助かりました、ありがとうございます(´；ω；｀) はい！これからもお世話になります〜🎶,"Customer: @AmazonHelp 親切にどうもありがとうございます(;_;)(;_;)
AmazonHelp: @116918 突然のリプライで、驚かせてしまってすみませんでした (´・ω・`) また、お困りごとやご不明点などあれば、ご遠慮なくお声がけくださいませ。 引き続き、Amazonをよろしくお願いします(o*。_。)oペコッ
Customer: @AmazonHelp いえいえ！ 問題解決しました！！助かりました、ありがとうございます(´；ω；｀) はい！これからもお世話になります〜🎶",@116918 ( ´∀｀)bｸﾞｯ! TY
other,@AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！,"Customer: なんかAmazon支払い方法変わりました？？
AmazonHelp: @116918 おはようございます！(＾◇＾) Amazonのお支払い方法にて、何かお困りでしたか？TY
Customer: @AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！",@116918 一部の商品では、コンビニ・ATM・ネットバンキング・電子マネー払いが選択できない場合がございます。詳細は、下記ご参照ください。https://t.co/VcRraQMtn0 なお、クレジットカード以外でのお支払いをご希望の場合は、Amazonギフト券のご利用をご検討くださいませ。TY
other,なんかAmazon支払い方法変わりました？？,Customer: なんかAmazon支払い方法変わりました？？,@116918 おはようございます！(＾◇＾) Amazonのお支払い方法にて、何かお困りでしたか？TY
other,Amazonプライム凄く良い良い,Customer: Amazonプライム凄く良い良い,@116920 お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪https://t.co/JVlaJGORZx TY
other,@AmazonHelp いつもお世話になってます(´ω`),"Customer: Amazonプライム凄く良い良い
AmazonHelp: @116920 お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪https://t.co/JVlaJGORZx TY
Customer: @AmazonHelp いつもお世話になってます(´ω`)",@116920 ご愛顧いただき誠にありがとうございます！ 今後とも末永くどうぞよろしくお願いいたします♪┗(＾ω＾)┛ SM
other,@AmazonHelp Thank you so much once again for kinds of word,"Customer: @115850 @115850 is one of the best app in the world
AmazonHelp: @116921 Appreciate your kind words, Dhiraj. Enjoy your weekend. :) ^MK
Customer: @AmazonHelp Thank you so much once again for kinds of word",@116921 You're welcome Dhiraj. :)
other,Okay amazon lost my package gr8,Customer: Okay amazon lost my package gr8,"@116922 Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you! ^BN"
customer_service_escalation,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,Customer: @AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,"@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN"
account_access,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),"Customer: @AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?
AmazonHelp: @116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN
Customer: @AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :)",@116923 Thanks for the information. We've responded to your DM. ^GG
