candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
product_device_issue,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,"Customer: @116935 worst customer service; got hung up on twice
AmazonHelp: @117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: https://t.co/hApLpMlfHN ^LL
Customer: @AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.","explicit_support_request, high_frustration"
customer_service_escalation,@116935 worst customer service; got hung up on twice,@117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: https://t.co/hApLpMlfHN ^LL,Customer: @116935 worst customer service; got hung up on twice,high_frustration
order_status,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps","@118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN","Customer: @AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.
AmazonHelp: @118079 We'd still like to help. What does the tracking show in Your Orders: https://t.co/PCtircFm5C? Who is the carrier here? ^SJ
Customer: @AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps",explicit_support_request
customer_service_escalation,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.","@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE ^LA","Customer: @AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps
AmazonHelp: @118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN
Customer: @AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.",explicit_support_request
product_device_issue,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??",@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here: https://t.co/6Z7czEwEfV ^DG,"Customer: Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??",high_frustration
delivery_not_received,@AmazonHelp Yeah I know how to check it. There's no information still,@118081 Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,"Customer: I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine @115821
AmazonHelp: @118081 I'm sorry you haven't received an update on your shipping details! You can check your order here: https://t.co/Y5jpI9gRhE ^MO
Customer: @AmazonHelp Yeah I know how to check it. There's no information still",missing_delivery
delivery_delay,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,"Customer: @AmazonHelp Original promised delivery date was yesterday to this Friday.
AmazonHelp: @118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR
Customer: @AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",explicit_support_request
delivery_not_received,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,Customer: @AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,missing_delivery
delivery_not_received,@AmazonHelp Should have been today before 8,@118086 Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be happy to review available shipping refund options. ^EZ,"Customer: @AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again
AmazonHelp: @118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ
Customer: @AmazonHelp Should have been today before 8",missing_delivery
delivery_not_received,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,@118088 We're unable to access accounts on Twitter but we'd like to look into it for you here: https://t.co/hApLpMlfHN ^LI,"Customer: @AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?
AmazonHelp: @118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: https://t.co/CTNCjpcgOm? ^GM
Customer: @AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?",missing_delivery
delivery_not_received,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,@118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ,"Customer: I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.
AmazonHelp: @118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN
Customer: @AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.",missing_delivery
delivery_not_received,@AmazonHelp Still not got any mail please solve my problem right now.,"@118231 I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD","AmazonHelp: @118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW
Customer: @AmazonHelp Not received any email
Customer: @AmazonHelp Still not got any mail please solve my problem right now.",missing_delivery
customer_service_escalation,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,"@118232 Just to confirm, what's the current tracking information listed for your order here: https://t.co/aaDyEz1VgE ^HC","Customer: Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki
AmazonHelp: @118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA
Customer: @AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!",explicit_support_request
order_status,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000","@118235 I'd like someone from my team to check into this. When you can, please drop your details here: https://t.co/jNvrqbIPwn ^BL","Customer: @AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.
AmazonHelp: @118235 I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE ^BL
Customer: @AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000",failed_self_service
account_access,@115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,"@118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL",Customer: @115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,high_frustration
account_access,@AmazonHelp I already emailed y’all.,"@118498 I'm sorry about the link. For a faster response, contact us by phone here: https://t.co/jzvkhdlrK5 without signing in. ^BE","Customer: @115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!
AmazonHelp: @118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL
Customer: @AmazonHelp I already emailed y’all.",high_frustration
